,mean_test_recall_score,mean_test_f1_score,mean_test_fbeta_score,mean_test_accuracy_score,mean_test_balanced_accuracy,mean_test_auc,mean_test_precision_score
0,0.5826696495152871,0.6358817418296973,0.5924506510789697,0.7033730158730158,0.691335783107748,0.691335783107748,0.7024892909932193
1,0.5715137956748695,0.6305939629249213,0.582323966710482,0.7023809523809524,0.689322918576131,0.6893229185761309,0.7054881405693716
2,0.5937807606263982,0.6427882454782164,0.6028670713343814,0.7063492063492064,0.6950944322174406,0.6950944322174407,0.7027425919586139
3,0.5915137956748695,0.6435079279954649,0.6011330793360931,0.7083333333333334,0.6966347465331202,0.6966347465331202,0.707542072855862
4,0.6941983594332588,0.7038980582033317,0.6958974118557143,0.7400793650793651,0.7354993100522437,0.7354993100522437,0.7168091168091167
5,0.6897539149888144,0.7025983019067558,0.6920456299243996,0.740079365079365,0.7350644107748395,0.7350644107748395,0.7191709274836439
6,0.6941834451901565,0.7022134801172021,0.6955441155097953,0.7380952380952381,0.733699738235352,0.733699738235352,0.713547434477667
7,0.683027591349739,0.6976699631592108,0.6856621835059075,0.7371031746031745,0.7316964572047796,0.7316964572047796,0.7164159914159914
8,0.7075764354958985,0.7092857884729232,0.707773499867038,0.7420634920634921,0.7386184939444495,0.7386184939444495,0.7128198459897807
9,0.7097986577181207,0.7139378916201887,0.7104642856820013,0.7470238095238094,0.74328987569363,0.74328987569363,0.7202161654135338
10,0.7164951528709919,0.7133503989187558,0.7157412781560968,0.7440476190476191,0.7412857379366556,0.7412857379366554,0.7117493478731719
11,0.7187173750932141,0.7154865714289671,0.7179609737634761,0.746031746031746,0.7432833228943924,0.7432833228943924,0.7136387163561076
12,0.6405965697240865,0.6697318007662836,0.64616689550764,0.7192460317460317,0.7113626284880566,0.7113626284880566,0.7025026801227311
13,0.6450410141685309,0.6751615789165643,0.6507761202928792,0.7242063492063492,0.716263439252245,0.716263439252245,0.7094394832351081
14,0.6383743475018643,0.6713450292397661,0.6446604063054013,0.7222222222222222,0.7138357467676265,0.7138357467676265,0.708675519628904
15,0.6383743475018643,0.6706248655041579,0.644505634171925,0.7212301587301587,0.7129348976694341,0.7129348976694341,0.7074502918006568
16,0.5826696495152871,0.6358817418296973,0.5924506510789697,0.7033730158730158,0.691335783107748,0.691335783107748,0.7024892909932193
17,0.5715137956748695,0.6305939629249213,0.582323966710482,0.7023809523809524,0.689322918576131,0.6893229185761309,0.7054881405693716
18,0.5937807606263982,0.6427882454782164,0.6028670713343814,0.7063492063492064,0.6950944322174406,0.6950944322174407,0.7027425919586139
19,0.5915137956748695,0.6435079279954649,0.6011330793360931,0.7083333333333334,0.6966347465331202,0.6966347465331202,0.707542072855862
20,0.6941983594332588,0.7038980582033317,0.6958974118557143,0.7400793650793651,0.7354993100522437,0.7354993100522437,0.7168091168091167
21,0.6897539149888144,0.7025983019067558,0.6920456299243996,0.740079365079365,0.7350644107748395,0.7350644107748395,0.7191709274836439
