,test_auc,test_f1_score,test_fbeta_score,test_accuracy_score,test_balanced_accuracy,test_precision_score,test_recall_score,test_brier_score_loss,test_ks_stat
0,0.7900407476689723,0.6150234741784038,0.6990394877267876,0.708185053380783,0.7122721538260757,0.5346938775510204,0.7237569060773481,0.2918149466192171,0.4245443076521512
1,0.7719772523532049,0.6074766355140186,0.6565656565656565,0.701067615658363,0.6937471985656656,0.5555555555555556,0.6701030927835051,0.298932384341637,0.3874943971313312
2,0.7944313512206913,0.6102564102564102,0.6862745098039217,0.7295373665480427,0.7234560067681896,0.536036036036036,0.7083333333333334,0.2704626334519573,0.44691201353637905
3,0.7769751381215468,0.6365688487584651,0.6901615271659324,0.7135231316725978,0.7116160220994475,0.5802469135802469,0.705,0.28647686832740216,0.4232320441988951
4,0.7732378978036755,0.6247086247086249,0.6764260474507825,0.7135231316725978,0.7081325638727027,0.5702127659574469,0.6907216494845361,0.28647686832740216,0.4162651277454056
