,test_auc,test_f1_score,test_fbeta_score,test_accuracy_score,test_balanced_accuracy,test_precision_score,test_recall_score
0,0.7522695077375484,0.5711835334476844,0.6455990694067469,0.6909765142150803,0.684426941461117,0.4992503748125937,0.6673346693386774
1,0.7263414029871877,0.5415224913494809,0.5977845683728036,0.6724351050679852,0.6565919869752955,0.4845201238390093,0.6137254901960785
2,0.72025811075943,0.5349032800672834,0.631328171530673,0.6582200247218789,0.6590573727776894,0.4491525423728814,0.6611226611226612
3,0.7322207558579562,0.5194805194805195,0.6298551333193365,0.6567717996289425,0.6593523825461238,0.42613636363636365,0.6651884700665188
