,test_auc,test_f1_score,test_fbeta_score,test_accuracy_score,test_balanced_accuracy,test_precision_score,test_recall_score
0,0.7833189164177476,0.5364431486880465,0.5167571615802284,0.7347052280311457,0.6710415988187463,0.563265306122449,0.5120593692022264
1,0.7999841683084717,0.5686080947680158,0.5368126747437092,0.756952169076752,0.6925368233417769,0.6140724946695096,0.5294117647058824
2,0.8051716991266171,0.5784499054820416,0.5614678899082568,0.7518085698386199,0.6973583963850357,0.6011787819253438,0.5573770491803278
3,0.7884740940401318,0.5536398467432949,0.5511060259344013,0.7406789092932665,0.6848292902066486,0.5568400770712909,0.5504761904761905
