,mean_test_recall_score,mean_test_f1_score,mean_test_accuracy_score,mean_test_my_auc,mean_test_balanced_accuracy,mean_test_precision_score
0,0.5125,0.4768003295262329,0.6674927017919329,0.6928023714373334,0.6232549642535411,0.4504614338089466
1,0.5125000000000001,0.4970327397569511,0.6962490495902678,0.7308404251241063,0.6437253224848102,0.48795147504824926
2,0.4916666666666667,0.49945410262870577,0.7062506453399416,0.705071109577751,0.644928650834723,0.5097075597621648
3,0.5541666666666667,0.5058481966548187,0.6775130710671812,0.6863810064592797,0.6422386818852663,0.4671023263030998
4,0.46249999999999997,0.48797433913396876,0.7087381374785279,0.7227082255189465,0.6383714996262435,0.5174765558397272
5,0.46249999999999997,0.5022754451446791,0.7275210498155501,0.6935051415483104,0.6517931928392081,0.5517010611999619
6,0.5041666666666667,0.5190266289208726,0.7187725868979565,0.6870404711249113,0.6574606357694592,0.5363384007750205
7,0.48333333333333334,0.4725041829336308,0.6762458580909202,0.6517863645947137,0.6211253905276676,0.46217812426175287
8,0.5166666666666666,0.530534455062757,0.7262773037462571,0.724088908535066,0.6663748490598586,0.5454441783555707
9,0.5041666666666667,0.5268666153977613,0.7312382078792486,0.7574606357694593,0.6663301659862381,0.5572172902710455
10,0.4666666666666666,0.5149812050099681,0.7349788328499152,0.7134826682383607,0.6583136871561919,0.5756759679861562
11,0.5333333333333333,0.5444269490627106,0.7300601691494655,0.729708853238265,0.6738552508002223,0.5575001090132125
12,0.4958333333333333,0.49332123122825905,0.6950053035209747,0.6739893000210836,0.6380849529450099,0.49160493827160495
13,0.4583333333333333,0.48802658587619857,0.7112397097612946,0.6508938411630537,0.6389811300864432,0.533649376923727
14,0.15416666666666667,0.16017316017316016,0.6999990613237213,0.6011586452762924,0.5441065062388591,0.16666666666666666
15,0.4916666666666667,0.4750312134448222,0.6724958463574667,0.6368551501734613,0.6208309374580722,0.45998565507609435
16,0.47083333333333327,0.47831196581196583,0.6924896510940272,0.6718095926053707,0.6291643905851686,0.4861842105263157
17,0.42083333333333334,0.4289896703422775,0.6600630790459294,0.654554918252736,0.5917202144787534,0.4397813659698831
18,0.4875,0.47205589220662025,0.6725005397388603,0.6527741839648861,0.6196436614724091,0.4587035144909908
19,0.4791666666666667,0.4721646848229127,0.6774849107788197,0.6741377843903935,0.6208197966381078,0.465761689291101
20,0.4375,0.4593492481522385,0.6925225047637822,0.6752550409215493,0.6196613909493416,0.4843924191750279
21,0.29583333333333334,0.319716942378886,0.6975021824223481,0.6501409972591187,0.582849486324344,0.5046549281521959
22,0.4833333333333334,0.5188398899865442,0.7312522880234295,0.7198876813677573,0.6604225365610565,0.5601508684379694
23,0.49583333333333335,0.5181482073979274,0.7212506922737555,0.7048535641040384,0.6568494479903398,0.5489733399569464
