,mean_test_recall_score,mean_test_f1_score,mean_test_accuracy_score,mean_test_auc,mean_test_balanced_accuracy,mean_test_precision_score
0,,,,,,
1,,,,,,
2,,,,,,
3,,,,,,
4,,,,,,
5,,,,,,
6,,,,,,
7,,,,,,
8,,,,,,
9,,,,,,
10,,,,,,
11,,,,,,
12,0.7766970539092192,0.6083879036421457,0.666141456582633,0.693753932360015,0.693753932360015,0.5006166583380035
13,,,,,,
14,,,,,,
15,0.7550883480940879,0.6068565365645211,0.6733477044664019,0.6937603902632602,0.6937603902632601,0.5080827906853674
16,0.7550883480940879,0.6068565365645211,0.6733477044664019,0.6937603902632602,0.6937603902632601,0.5080827906853674
17,0.7766970539092192,0.6083879036421457,0.666141456582633,0.693753932360015,0.693753932360015,0.5006166583380035
18,0.7550883480940879,0.6068565365645211,0.6733477044664019,0.6937603902632602,0.6937603902632601,0.5080827906853674
19,0.7550883480940879,0.6068565365645211,0.6733477044664019,0.6937603902632602,0.6937603902632601,0.5080827906853674
20,,,,,,
21,,,,,,
22,0.7538849786596716,0.607967069191559,0.6753470619016838,0.6949605073478539,0.6949605073478539,0.5098125532197039
23,,,,,,
24,,,,,,
25,0.7514825684578691,0.6080696791186199,0.6765480230553761,0.6952608037484541,0.6952608037484541,0.5110864380294432
26,0.7514825684578691,0.6080696791186199,0.6765480230553761,0.6952608037484541,0.6952608037484541,0.5110864380294432
27,0.7538849786596716,0.607967069191559,0.6753470619016838,0.6949605073478539,0.6949605073478539,0.5098125532197039
28,0.7514825684578691,0.6080696791186199,0.6765480230553761,0.6952608037484541,0.6952608037484541,0.5110864380294432
29,0.7514825684578691,0.6080696791186199,0.6765480230553761,0.6952608037484541,0.6952608037484541,0.5110864380294432
30,,,,,,
31,,,,,,
32,0.7538849786596716,0.60738464342759,0.6745462608120172,0.6943599067472532,0.6943599067472532,0.5089946761985441
33,,,,,,
34,,,,,,
35,0.7502835276904829,0.6059425076215658,0.6741461007479915,0.6931597818632595,0.6931597818632595,0.5086173634835319
36,0.7502835276904829,0.6059425076215658,0.6741461007479915,0.6931597818632595,0.6931597818632595,0.5086173634835319
37,0.7538849786596716,0.60738464342759,0.6745462608120172,0.6943599067472532,0.6943599067472532,0.5089946761985441
38,0.7502835276904829,0.6059425076215658,0.6741461007479915,0.6931597818632595,0.6931597818632595,0.5086173634835319
39,0.7502835276904829,0.6062427310105328,0.6745462608120172,0.6934600821635598,0.6934600821635598,0.5090430018402049
40,,,,,,
41,,,,,,
42,0.7538806499926413,0.6070688941503852,0.6741461007479915,0.6940574421134377,0.6940574421134377,0.5085855102920407
43,,,,,,
44,,,,,,
45,0.7514825684578691,0.6071979805433241,0.6753470619016838,0.6943599028475532,0.6943599028475532,0.5098327489242155
46,0.7514825684578691,0.6071979805433241,0.6753470619016838,0.6943599028475532,0.6943599028475532,0.5098327489242155
