,mean_test_recall_score,mean_test_f1_score,mean_test_accuracy_score,mean_test_auc,mean_test_balanced_accuracy,mean_test_precision_score
47,0.7468075684380032,0.5507354245460067,0.6343867476282404,0.6664986674778194,0.6664986674778194,0.4362123938703801
48,0.7456481481481481,0.5504678185276018,0.6345606304312311,0.6662915355743224,0.6662915355743224,0.43627050458838923
49,0.7450684380032206,0.5502720425795444,0.6345606304312311,0.6661258732490022,0.6661258732490022,0.43622339816944694
50,,,,,,
51,,,,,,
52,0.7491233896940419,0.5522030391309933,0.635429772470998,0.6679049636001256,0.6679049636001256,0.4372625895031399
53,,,,,,
54,,,,,,
55,0.7485436795491144,0.552008533262606,0.635429772470998,0.6677393012748055,0.6677393012748055,0.43721619944510576
56,0.7485436795491144,0.552008533262606,0.635429772470998,0.6677393012748055,0.6677393012748055,0.43721619944510576
57,0.7491233896940419,0.5522030391309933,0.635429772470998,0.6679049636001256,0.6679049636001256,0.4372625895031399
58,0.7479649758454107,0.5518213964557509,0.635429772470998,0.6675741421700971,0.6675741421700973,0.4371790946115828
59,0.7479649758454107,0.5515877284855596,0.6350820068650164,0.6673257566758101,0.6673257566758101,0.43688604135665016
60,,,,,,
61,,,,,,
62,0.760125805152979,0.5585893166938077,0.6396020531588195,0.6740271350653121,0.6740271350653121,0.44155441125986955
63,,,,,,
64,,,,,,
65,0.7595460950080516,0.5582832854856165,0.6394281703558288,0.6737372799928485,0.6737372799928485,0.4413665567386817
66,0.7595460950080516,0.5582832854856165,0.6394281703558288,0.6737372799928485,0.6737372799928485,0.4413665567386817
67,0.7595460950080516,0.5582832854856165,0.6394281703558288,0.6737372799928485,0.6737372799928485,0.4413665567386817
68,0.7589663848631241,0.5579798058942443,0.6392541968944423,0.6734474249203849,0.6734474249203847,0.44117906223599085
69,0.7583876811594203,0.5579228653034926,0.6394278983806416,0.67340645856282,0.67340645856282,0.4412961694890028
70,,,,,,
71,,,,,,
72,0.7630243558776167,0.5585871319635635,0.6382116253436633,0.6738619047147646,0.6738619047147646,0.4405822183746248
73,,,,,,
74,,,,,,
75,0.7630243558776167,0.5588256031311564,0.6385593002912492,0.6741102902090518,0.6741102902090518,0.4408801889517595
76,0.7630243558776167,0.5588256031311564,0.6385593002912492,0.6741102902090518,0.6741102902090518,0.4408801889517595
77,0.7630243558776167,0.5588256031311564,0.6385593002912492,0.6741102902090518,0.6741102902090518,0.4408801889517595
78,0.7630233494363928,0.5594155068822912,0.6394284423310159,0.6747307507241577,0.6747307507241578,0.44161317709333137
79,0.7618639291465378,0.5592720300859544,0.6397759359618104,0.6746478115678043,0.6746478115678044,0.44182694483253426
80,,,,,,
81,,,,,,
82,0.7636020531400965,0.5604443101297617,0.6406451686599729,0.675765259058871,0.675765259058871,0.44270007432890296
83,,,,,,
84,,,,,,
85,0.764182769726248,0.5593123372713,0.63873318309424,0.6745653043862238,0.6745653043862238,0.44110633073672084
86,0.764182769726248,0.5593123372713,0.63873318309424,0.6745653043862238,0.6745653043862238,0.44110633073672084
87,0.764182769726248,0.5593123372713,0.63873318309424,0.6745653043862238,0.6745653043862238,0.44110633073672084
88,0.7630243558776167,0.5588256031311564,0.6385593002912492,0.6741102902090518,0.6741102902090518,0.4408801889517595
89,0.7630233494363928,0.5595361376853134,0.639602234475611,0.6748549434713013,0.6748549434713013,0.44176249689538355
