,mean_test_recall_score,mean_test_f1_score,mean_test_accuracy_score,mean_test_my_auc,mean_test_balanced_accuracy,mean_test_precision_score
20,0.6708333333333334,0.573254854938094,0.7025194071320624,0.7683674985145572,0.6934275151898491,0.5032300023619147
21,0.6625,0.5705253910382115,0.7025241005134558,0.7696152703505644,0.691052963218523,0.504076404261428
22,0.6749999999999999,0.5793486572803742,0.7075272450789895,0.7685894763575029,0.6981990205661933,0.5098233212332942
23,0.6708333333333334,0.5744067525488237,0.703777233345536,0.7683449772871024,0.6943283642880417,0.5047046193678759
24,0.6708333333333334,0.5756225580786984,0.7050303661776164,0.7689693423801583,0.6952244216357121,0.5066954762958495
25,0.6749999999999999,0.566087489200313,0.6912693719317019,0.7651966774001879,0.6865886090506583,0.4887363964083112
26,0.6708333333333334,0.5724565698380834,0.7012709676813756,0.7681237182067352,0.6925362495927012,0.5022830936091988
27,0.6708333333333334,0.570409694757124,0.698778782161396,0.7663597550457132,0.6907585101489276,0.49855816226783967
28,0.6749999999999999,0.5701261304140885,0.6962819032600227,0.7652419594426236,0.690168046690817,0.49528903903903904
29,0.6749999999999999,0.5730335097001764,0.7000272216120825,0.7654859793379717,0.692841843482261,0.49983502333816193
30,0.6833333333333332,0.5590674791024365,0.6775130710671812,0.7634971632836908,0.6791448642017902,0.47505458876463974
31,0.6749999999999999,0.5572152010730798,0.6800193367313415,0.765263402526211,0.6785480516742376,0.47653632610118307
32,0.6833333333333335,0.5633770216385302,0.683769348464795,0.7634537979414641,0.6836107756885745,0.48148148148148145
33,0.6791666666666667,0.5588632829862573,0.6800193367313415,0.7637632252314415,0.679740119410423,0.4768892198297574
34,0.6791666666666667,0.5617323676459798,0.6837740418461885,0.7637420217353803,0.6824234997029115,0.4808092519396867
35,0.6875,0.5520354076855257,0.6662536491040335,0.7619342140570793,0.6722915828110324,0.4631866974696833
36,0.6958333333333333,0.5625250866630177,0.6762599382351008,0.7617128351829491,0.6818202183121539,0.47454659161976237
37,0.7000000000000001,0.5632984128924057,0.6750021120216272,0.7610895482337607,0.6821114369501466,0.4737492041887115
38,0.7000000000000001,0.5620525631792521,0.6737583659523341,0.7616219117167885,0.6812249631035211,0.4713078655795462
39,0.7000000000000001,0.5649671093079971,0.6775130710671812,0.7611740028367163,0.6839083433960095,0.47538022497029636
40,0.7000000000000001,0.5530882773458243,0.6612458111571063,0.7580276196500103,0.6722835566289076,0.459603352851528
41,0.7000000000000001,0.5643158921026973,0.6762599382351008,0.7584308454564622,0.6830122860483391,0.47501658354421056
42,0.7000000000000001,0.5594460365536192,0.670003660837487,0.759057606424779,0.6785415828110325,0.4681045708540063
43,0.7000000000000001,0.5575067474285146,0.6675114753175073,0.7594591551185479,0.6767638433672589,0.464995670995671
44,0.7000000000000001,0.5585410653371818,0.6687693015309809,0.7593013867326012,0.6776646924654516,0.46630036630036625
45,0.6958333333333333,0.5517500353997599,0.6612551979198934,0.7545483295957679,0.6711058641442892,0.4590255165472737
46,0.7000000000000001,0.5623683039367852,0.673748979189547,0.7563350535717707,0.6812153796024765,0.47255303193990766
47,0.7000000000000001,0.5595153133715067,0.6700083542188806,0.7570079351388648,0.6785463745615549,0.46813945278022945
48,0.6958333333333333,0.5553664621625787,0.6662630358668206,0.7565572710022425,0.6746853017844479,0.4637362637362637
49,0.7000000000000001,0.5596525899729561,0.6700224343630611,0.7568026086289844,0.6785607498131218,0.46798451960052395
50,0.7083333333333334,0.5571207430340558,0.6624989439891865,0.7541706198608477,0.6755637494489486,0.46052124662181587
51,0.7000000000000001,0.5593939334475991,0.6699989674560936,0.7547928286661683,0.6785367910605102,0.4681064250144023
52,0.6958333333333333,0.5585511035239107,0.6712521002881737,0.756268927414563,0.6782407806719951,0.4688344132591202
53,0.6958333333333333,0.5570797688444746,0.6687599147681939,0.755774897935714,0.6764678329787438,0.46604041120170153
54,0.7000000000000001,0.5603923647932132,0.6712661804323542,0.756333256665325,0.6794472236597473,0.46900000000000003
55,0.7125,0.557338561081239,0.6612411177757127,0.7538077645525464,0.6758501763364192,0.45935185771251347
56,0.6916666666666665,0.551948162460331,0.6637426900584796,0.7547894744408028,0.6716867441013551,0.4613567013840238
57,0.7000000000000001,0.5565624181989391,0.6662536491040335,0.7558637849079025,0.6758629942690663,0.4635189305502516
58,0.7041666666666666,0.5547210858237456,0.6612505045384998,0.7558849884039637,0.6734852078661376,0.45883491632745366
59,0.7000000000000001,0.5597109490222834,0.6700177409816677,0.7555935301784448,0.6785607498131218,0.46745210280373833
60,0.0,0.0,0.6999990613237213,0.5,0.5,0.0
61,0.3333333333333333,0.15414258188824662,0.5671669811232201,0.5,0.5,0.10025062656641603
62,0.0,0.0,0.6999990613237213,0.5,0.5,0.0
63,0.0,0.0,0.6999990613237213,0.5,0.5,0.0
64,0.0,0.0,0.6999990613237213,0.5,0.5,0.0
65,0.0,0.0,0.6999990613237213,0.5,0.5,0.0
66,0.3333333333333333,0.15414258188824662,0.5671669811232201,0.5,0.5,0.10025062656641603
67,0.0,0.0,0.6999990613237213,0.5,0.5,0.0
68,0.0,0.0,0.6999990613237213,0.5,0.5,0.0
69,0.0,0.0,0.6999990613237213,0.5,0.5,0.0
70,0.6166666666666667,0.5671210961240263,0.7187819736607436,0.7754907950472466,0.6895745883886301,0.5288137788137789
71,0.6083333333333334,0.5641670526806145,0.7187819736607436,0.7774787725451863,0.6871952446667816,0.5298119247699079
72,0.5958333333333333,0.554717410649614,0.7137694423324229,0.7768770484733483,0.6800443955685891,0.5229742285773055
73,0.6,0.5598091496305079,0.7175194540658764,0.7772551175895578,0.6839150518467406,0.5290918479603063
74,0.6,0.559513719313326,0.7175288408286634,0.7771001044601613,0.683919843597263,0.528054148333987
75,0.6375,0.5709289205224165,0.7137741357138164,0.7767136497805378,0.691950697678876,0.5198305621942967
76,0.6416666666666667,0.5750707585386308,0.7162663212337961,0.7771148390930175,0.694920504858835,0.5244056439662393
77,0.6375000000000001,0.5747860408985729,0.7175194540658764,0.7761370823989419,0.6946292862208422,0.5270370518293674
78,0.6291666666666668,0.5683111215026108,0.7137694423324229,0.7767395252333582,0.6895665622065051,0.5219075284434762
79,0.6416666666666667,0.5749495181862332,0.7162710146151897,0.7764493847392329,0.6949252966093574,0.5244712865265563
