,mean_test_recall_score,mean_test_f1_score,mean_test_accuracy_score,mean_test_auc,mean_test_balanced_accuracy,mean_test_precision_score
0,,,,,,
1,,,,,,
2,,,,,,
3,,,,,,
4,,,,,,
5,,,,,,
6,,,,,,
7,,,,,,
8,,,,,,
9,,,,,,
10,,,,,,
11,,,,,,
12,0.8416666666666667,0.1977364531595072,0.7267083333333333,0.7817925347222223,0.7817925347222223,0.1120372131415421
13,,,,,,
14,,,,,,
15,0.834375,0.2030071902060251,0.737875,0.7841145833333334,0.7841145833333334,0.11557461017668462
16,0.834375,0.2030071902060251,0.737875,0.7841145833333334,0.7841145833333334,0.11557461017668462
17,0.8416666666666667,0.1977364531595072,0.7267083333333333,0.7817925347222223,0.7817925347222223,0.1120372131415421
18,0.834375,0.2030071902060251,0.737875,0.7841145833333334,0.7841145833333334,0.11557461017668462
19,0.834375,0.20298158286609833,0.7378333333333332,0.7840928819444445,0.7840928819444445,0.11555802479701359
20,,,,,,
21,,,,,,
22,0.8364583333333333,0.20298595391257832,0.7370833333333334,0.7847005208333333,0.7847005208333333,0.11552433444060772
23,,,,,,
24,,,,,,
25,0.8354166666666667,0.20403400856304713,0.7391249999999999,0.7852647569444445,0.7852647569444445,0.11622347524033567
26,0.8354166666666667,0.20403400856304713,0.7391249999999999,0.7852647569444445,0.7852647569444445,0.11622347524033567
27,0.8364583333333333,0.20298595391257832,0.7370833333333334,0.7847005208333333,0.7847005208333333,0.11552433444060772
28,0.8354166666666667,0.20398362190575714,0.7390416666666667,0.7852213541666666,0.7852213541666667,0.11619095193201638
29,0.8354166666666667,0.20395715146937743,0.739,0.7851996527777777,0.7851996527777779,0.11617371723050478
30,,,,,,
31,,,,,,
32,0.8364583333333333,0.2032691367866056,0.7375416666666667,0.7849392361111112,0.784939236111111,0.11570792723053701
33,,,,,,
34,,,,,,
35,0.8343750000000001,0.20375593757001584,0.7389999999999999,0.7847005208333334,0.7847005208333334,0.11606337143714629
36,0.8343750000000001,0.20375593757001584,0.7389999999999999,0.7847005208333334,0.7847005208333334,0.11606337143714629
37,0.8364583333333333,0.2032691367866056,0.7375416666666667,0.7849392361111112,0.784939236111111,0.11570792723053701
38,0.8343750000000001,0.2037312738579168,0.7389583333333333,0.7846788194444444,0.7846788194444444,0.11604751860366212
39,0.8343750000000001,0.2037312738579168,0.7389583333333333,0.7846788194444444,0.7846788194444444,0.11604751860366212
40,,,,,,
41,,,,,,
42,0.8364583333333333,0.20352666424743102,0.7379583333333333,0.78515625,0.78515625,0.11587486503254747
43,,,,,,
44,,,,,,
45,0.8343750000000001,0.2037312738579168,0.7389583333333333,0.7846788194444444,0.7846788194444444,0.11604751860366212
46,0.8343750000000001,0.2037312738579168,0.7389583333333333,0.7846788194444444,0.7846788194444444,0.11604751860366212
