,mean_test_recall_score,mean_test_f1_score,mean_test_accuracy_score,mean_test_my_auc,mean_test_balanced_accuracy,mean_test_precision_score
0,0.3128663446054751,0.39560778507757316,0.7134916373976036,0.7048917768202339,0.5990561231224096,0.5438493121290201
1,0.3604418276972625,0.4230135241567566,0.7138370458852964,0.7135683219849961,0.612908444896818,0.5462625168392837
2,0.39281099033816425,0.4503397361986728,0.7133155787931155,0.7127222221472266,0.6217656541357985,0.5303717602478751
3,0.3922705314009662,0.441242780300793,0.7044514541516015,0.6881238368179298,0.6152857873100211,0.5090580039101039
4,0.37317230273752017,0.43804765632199044,0.7171419977012657,0.707432941541214,0.6189011041755162,0.5449722034407632
5,0.361502616747182,0.426083700238908,0.7086215590379258,0.6516267614971286,0.6094646715131836,0.520019223517533
6,0.3146266103059581,0.39147807438343024,0.707753776874095,0.6854477636006058,0.5954653170754828,0.524242009028893
7,0.3348721819645733,0.4179007884330475,0.7202726134222656,0.718695184951199,0.6101832345491024,0.5574285120307351
8,0.34704206924315617,0.4128334279715437,0.7037561042564299,0.6714133862082455,0.60186181951974,0.5096451682337658
9,0.38935789049919484,0.4442585808156814,0.7081024490640337,0.678506731831861,0.6170584782848682,0.5185615677813801
10,0.4299315619967794,0.47828549368675616,0.721663585187796,0.7181447298477769,0.638338856010809,0.5438693003014473
11,0.3748611111111111,0.43402148371936883,0.7067130184912304,0.6902295087216906,0.6119213652922669,0.5155389174395023
12,0.2753623188405797,0.1444647201946472,0.5839506716789881,0.5221125463772915,0.49585304218233656,0.0979179550608122
13,0.6551036634460548,0.32713070552602574,0.45689456192865946,0.5288691954139878,0.5134683741969469,0.2566452767857273
14,0.49111513687600644,0.34362734889058194,0.48193132844104364,0.4921309161794951,0.4845044139422258,0.2770857513421161
15,0.775072463768116,0.42185569921677085,0.3857937206006155,0.47800732962195003,0.49695004211754035,0.2951854849228934
16,0.0967944847020934,0.12194045137862776,0.6500287659089619,0.49244901460254725,0.49201373514786734,0.24333815459576105
17,0.6666666666666666,0.3077951020383645,0.4334376086200904,0.48429786475469827,0.5,0.20008688700645796
18,0.3339130434782609,0.1549789777113754,0.5663885085769188,0.5121631031747746,0.5000414695781766,0.21109372283081204
19,0.33507246376811595,0.1573766818900284,0.5657624216960772,0.5007387293582054,0.4997518304930992,0.1834376086200904
20,0.6689855072463767,0.36630179134825513,0.431351014984201,0.5015340399120692,0.499172336335558,0.2957464109288927
21,0.5692693236714975,0.312264300998916,0.497010539401136,0.47926958540621234,0.5177444482242237,0.289440328122446
22,0.6678260869565218,0.3100860527829235,0.43291596021111806,0.494813208783607,0.49995874640920973,0.29532498224455317
23,0.6626157407407408,0.3115525329008475,0.4464720194647202,0.5188862257944136,0.5081583423028095,0.203682265446692
