,mean_test_recall_score,mean_test_f1_score,mean_test_fbeta_score,mean_test_accuracy_score,mean_test_balanced_accuracy,mean_test_auc,mean_test_precision_score
0,0.8079561048049388,0.7344540286371284,0.7920563374551085,0.740407209612817,0.7472475301267945,0.7472475301267946,0.6735580750414913
1,0.807859609441091,0.7362153139652183,0.7923979381120095,0.7427449933244326,0.7492877660516726,0.7492877660516727,0.6765452012000516
2,0.8108126391355753,0.7386470948011342,0.7952253199355622,0.7450814419225634,0.7516658815157453,0.7516658815157453,0.6786498988399762
3,0.8175837434925806,0.7440442794043607,0.8017068041514233,0.7500841121495327,0.7568485171601942,0.7568485171601943,0.6828608444642038
4,0.8094525338622669,0.7332998627996299,0.7929490922052286,0.7384032042723631,0.7455923294958293,0.7455923294958293,0.670491464904078
5,0.8057045796784246,0.7306570064114386,0.7894487581914831,0.7360676457498887,0.743112762469894,0.743112762469894,0.668682238184491
6,0.8153106438857654,0.7374985167155195,0.7984160845338472,0.7420778816199377,0.7494427837192006,0.7494427837192006,0.6735899074654572
7,0.8107351422821255,0.7345789858651601,0.7942280346426411,0.7397423230974632,0.7468496888919476,0.7468496888919477,0.6717866502715151
8,0.8121832704390459,0.7354295126745181,0.795532287824529,0.7404094348019581,0.7475575126875735,0.7475575126875736,0.6722669649921846
9,0.8129864223106695,0.7378689585973599,0.7967134476269657,0.743411214953271,0.7503453857753994,0.7503453857753994,0.6758423763212312
10,0.8175679268616096,0.7402740502276612,0.800789964481168,0.7450809968847352,0.7523580108417538,0.7523580108417538,0.6767349957729537
11,0.8175751645753776,0.7397747329322059,0.8006669255748461,0.7444143302180686,0.7517915762336647,0.7517915762336647,0.6759851513256802
12,0.815336029102437,0.740978729286498,0.7992555024807574,0.7467489986648865,0.7536424300911476,0.7536424300911476,0.6793470674371065
13,0.8086264663069074,0.7368632016416661,0.7931408468957313,0.7434112149532711,0.7499835814153436,0.7499835814153436,0.6770787232743753
14,0.8176249453402231,0.7427836245798273,0.8014394013809607,0.7484161103693814,0.7553670404837161,0.7553670404837162,0.6807613940822518
15,0.8139136376971257,0.7412165888099111,0.7982314989491442,0.7474161103693814,0.7541095583746558,0.7541095583746558,0.6806276771580597
16,0.8048915076861629,0.7294210875330376,0.7885229760105509,0.7347343124165554,0.7418153541666083,0.7418153541666083,0.6672647852184536
17,0.807146704888045,0.731744421108882,0.7908028580026725,0.737070315976858,0.7441487566275311,0.7441487566275313,0.6695683893970169
18,0.8123262260273094,0.7375772870908559,0.796149455952334,0.7430801068090788,0.7500478804580832,0.7500478804580832,0.6757210994623882
19,0.8138913279229139,0.7359013085511671,0.7969390136623011,0.7404094348019582,0.7478554229763883,0.7478554229763883,0.6719848454430766
20,0.8128969195626193,0.7360215467937735,0.7962122464444856,0.7410761014686248,0.7482193059585973,0.7482193059585973,0.6728170176860637
21,0.8114283130308627,0.7354855159372331,0.7949548278769224,0.7407436582109479,0.747775262051293,0.747775262051293,0.672962152723465
22,0.8160217170394359,0.7380656519620352,0.7990922701601525,0.7427441032487762,0.7500759362238435,0.7500759362238436,0.6740603512634066
23,0.8190427814386366,0.7411045551605453,0.80212937642373,0.7457485536270583,0.7531166642712583,0.7531166642712585,0.6770157395482465
24,0.8101254713341384,0.7375108188771192,0.7944543396824264,0.7437436582109479,0.7504093303148234,0.7504093303148234,0.6770476163744397
25,0.812340456356875,0.7392642909465643,0.7965569368424739,0.7454125500667557,0.7521381269280387,0.7521381269280386,0.6785183937825092
26,0.8138829941036811,0.7416711440190309,0.7983029095817917,0.7480818869603917,0.7547032725652097,0.7547032725652097,0.681495363608535
27,0.8153832338973798,0.74177098117427,0.7994765329652569,0.7477485536270583,0.7545342748150001,0.7545342748150002,0.6806487777236714
28,0.8049024174752986,0.7306899201073886,0.7888267743420516,0.7364027592345349,0.7433154684399494,0.7433154684399497,0.669390013703446
29,0.8093412115359455,0.7322598672129542,0.7926068272528222,0.737070315976858,0.7443377565792106,0.7443377565792108,0.6689316697114086
30,0.8130845039759227,0.7359603025203693,0.7963432885599226,0.7407432131731196,0.7480241066813453,0.7480241066813454,0.6725694305461607
31,0.8152924963828617,0.7369740858789259,0.7982807650305751,0.7414116599910993,0.7488552245913569,0.7488552245913569,0.6727090862102136
32,0.8129573650186304,0.7368220630623078,0.796445264036562,0.7420769915442813,0.7491497254636508,0.7491497254636509,0.6741173902807955
33,0.8122351369778539,0.7364238616633768,0.7958075044297249,0.7417423230974632,0.7487858037636974,0.7487858037636976,0.673873385085038
34,0.8219885734193528,0.7432687491637158,0.8048947306855463,0.7477503337783712,0.7551782715390994,0.7551782715390994,0.6786311159079016
35,0.8219753327582847,0.7427705255677104,0.8047692152146391,0.7470827770360481,0.754563253594986,0.7545632535949861,0.677802262854071
