,mean_test_recall_score,mean_test_f1_score,mean_test_accuracy_score,mean_test_precision_score,mean_test_auc,mean_test_fbeta_score,mean_test_balanced_accuracy
0,0.9457465277777777,0.937253339147408,0.9437210648148148,0.9289488949040626,0.943923611111111,0.9440324275100522,0.943923611111111
