,mean_test_recall_score,mean_test_f1_score,mean_test_accuracy_score,mean_test_precision_score,mean_test_auc,mean_test_fbeta_score,mean_test_balanced_accuracy
0,0.6853348404579224,0.6914436517234994,0.7301587301587302,0.7005610232742577,0.7263133278813036,0.686331724988244,0.7263133278813036
1,0.640516913287054,0.6656519203566561,0.7162698412698413,0.6954734262125903,0.7090499838191302,0.6452216641031139,0.7090499838191302
2,0.6853348404579224,0.6921338885648531,0.7311507936507937,0.7020925722819642,0.727166212830904,0.6864637969295184,0.727166212830904
3,0.640516913287054,0.6664129240588363,0.7172619047619048,0.6972691940246656,0.7099898334431904,0.6453562334375994,0.7099898334431904
4,0.6853348404579224,0.6914436517234994,0.7301587301587302,0.7005610232742577,0.7263133278813036,0.686331724988244,0.7263133278813036
5,0.640516913287054,0.6656519203566561,0.7162698412698413,0.6954734262125903,0.7090499838191302,0.6452216641031139,0.7090499838191302
6,0.6853348404579224,0.6921338885648531,0.7311507936507937,0.7020925722819642,0.727166212830904,0.6864637969295184,0.727166212830904
7,0.640516913287054,0.6664129240588363,0.7172619047619048,0.6972691940246656,0.7099898334431904,0.6453562334375994,0.7099898334431904
8,0.6901054987212276,0.698537048263159,0.7371031746031746,0.7107247206866213,0.733229486824712,0.6915077373921052,0.733229486824712
9,0.6470238095238096,0.6700949798255988,0.7192460317460317,0.6976930637167772,0.7123504244187111,0.6513237785622775,0.7123504244187109
10,,,,,,,
11,,,,,,,
12,0.6875087535014006,0.6930341918489876,0.7311507936507937,0.70133405976158,0.7274002844030427,0.6884039964779913,0.7274002844030427
13,0.640516913287054,0.6656519203566561,0.7162698412698413,0.6954734262125903,0.7090499838191302,0.6452216641031139,0.7090499838191302
14,0.6875087535014006,0.6945170335226949,0.7331349206349207,0.7044952179754063,0.7291930189767033,0.6886907607127916,0.7291930189767033
15,0.6426908263305322,0.6680113323571463,0.7182539682539683,0.6980209122377241,0.7110767899649295,0.6474319317939118,0.7110767899649295
16,0.6875087535014006,0.6930341918489876,0.7311507936507937,0.70133405976158,0.7274002844030427,0.6884039964779913,0.7274002844030427
17,0.640516913287054,0.6656519203566561,0.7162698412698413,0.6954734262125903,0.7090499838191302,0.6452216641031139,0.7090499838191302
18,0.6875087535014006,0.6945170335226949,0.7331349206349207,0.7044952179754063,0.7291930189767033,0.6886907607127916,0.7291930189767033
19,0.6426908263305322,0.6680113323571463,0.7182539682539683,0.6980209122377241,0.7110767899649295,0.6474319317939118,0.7110767899649295
20,0.6901054987212276,0.698537048263159,0.7371031746031746,0.7107247206866213,0.733229486824712,0.6915077373921052,0.733229486824712
21,0.6470238095238096,0.6700949798255988,0.7192460317460317,0.6976930637167772,0.7123504244187111,0.6513237785622775,0.7123504244187109
22,,,,,,,
23,,,,,,,
24,0.6875087535014006,0.693791069563875,0.7321428571428572,0.703112043682421,0.7283126931621668,0.688538256320989,0.7283126931621668
25,0.6426177536231884,0.667150024795937,0.7172619047619048,0.6961397121444388,0.7101004039871974,0.6472167959088915,0.7101004039871974
26,0.6919730392156863,0.6973370139608909,0.7351190476190477,0.7056304386743255,0.731378169352643,0.6928291328617137,0.7313781693526431
27,0.6447916666666667,0.6687038367697211,0.7182539682539683,0.6970933635668521,0.7112343529901397,0.6492639680014703,0.7112343529901395
28,0.6875087535014006,0.693791069563875,0.7321428571428572,0.703112043682421,0.7283126931621668,0.688538256320989,0.7283126931621668
29,0.6426177536231884,0.667150024795937,0.7172619047619048,0.6961397121444388,0.7101004039871974,0.6472167959088915,0.7101004039871974
30,0.6919730392156863,0.6973370139608909,0.7351190476190477,0.7056304386743255,0.731378169352643,0.6928291328617137,0.7313781693526431
31,0.6447916666666667,0.6687038367697211,0.7182539682539683,0.6970933635668521,0.7112343529901397,0.6492639680014703,0.7112343529901395
32,0.6901054987212276,0.698537048263159,0.7371031746031746,0.7107247206866213,0.733229486824712,0.6915077373921052,0.733229486824712
33,0.6470238095238096,0.6700949798255988,0.7192460317460317,0.6976930637167772,0.7123504244187111,0.6513237785622775,0.7123504244187109
34,,,,,,,
35,,,,,,,
