,mean_test_recall_score,mean_test_f1_score,mean_test_accuracy_score,mean_test_precision_score,mean_test_auc,mean_test_fbeta_score,mean_test_balanced_accuracy
0,0.5286276524694966,0.5541775319886882,0.7449244910099208,0.5827741787818602,0.7924169778185299,0.5335198929906886,0.6831650129547913
