,mean_test_recall_score,mean_test_f1_score,mean_test_accuracy_score,mean_test_precision_score,mean_test_auc,mean_test_fbeta_score,mean_test_balanced_accuracy
0,0.8021780157577401,0.760014008625703,0.7754316866933689,0.7224753169077095,0.7780939914217258,0.7933302301748322,0.7780939914217258
