,mean_test_recall_score,mean_test_f1_score,mean_test_accuracy_score,mean_test_precision_score,mean_test_auc,mean_test_fbeta_score,mean_test_balanced_accuracy
0,0.818690193558368,0.385591621316728,0.8955333333333333,0.25248437252298206,0.9314278964480931,0.6680738672865122,0.8587206316803462
